RK,NAME,TEAM,POS,GMS,PTS,REB,AST,BLK,STL,FGP,FTP,3PP,FTM,2PM,3PM,TO,MIN,DD2,TD3,FPTS
1,Nikola Jokic,DEN,C,72,1898,780,599,48,95,56.6,86.8,38.8,342,640,92,223,2488,60,16,3795.5
2,Russell Westbrook,WAS,PG,65,1445,750,763,23,89,43.9,65.6,31.5,271,458,86,312,2368,59,38,3401.5
3,Luka Doncic,DAL,PG,66,1830,527,567,36,64,47.9,73,35,344,455,192,281,2262,26,11,3231.9
4,Julius Randle,NY,PF,71,1712,723,427,18,64,45.6,81.1,41.1,348,442,160,241,2666,41,6,3143.1
5,Giannis Antetokounmpo,MIL,PF,61,1717,671,357,73,72,56.9,68.5,30.3,398,559,67,207,2006,41,7,3140.7
6,Nikola Vucevic,CHI,C,70,1639,818,269,48,65,47.7,84,39.9,131,490,176,126,2348,48,2,3124.1
7,Damian Lillard,POR,PG,68,1926,283,505,17,62,45.1,92.7,39.1,447,327,275,203,2398,16,0,2978.1
8,Stephen Curry,GS,PG,63,2015,345,363,8,77,48.2,91.6,42.1,362,321,337,213,2151,8,0,2930.5
9,Domantas Sabonis,IND,C,62,1260,742,415,33,76,53.5,73.2,32.1,240,432,52,213,2231,48,9,2777.9
10,Jayson Tatum,BOS,SF,64,1692,472,276,31,75,45.9,86.8,38.6,295,418,187,171,2289,15,1,2713.4
11,Trae Young,ATL,PG,63,1594,245,594,12,53,43.8,88.6,34.3,484,351,136,261,2124,28,0,2648
12,Rudy Gobert,UTA,C,71,1015,962,89,190,40,67.5,62.3,0,233,391,0,118,2186,49,0,2644.9
13,Bradley Beal,WAS,SG,61,1878,283,265,22,69,48.5,88.9,34.9,408,540,130,187,2147,4,0,2610.1
14,Zion Williamson,NO,PF,61,1647,441,226,39,57,61.1,69.8,29.4,369,624,10,167,2025,14,0,2540.2
15,Chris Paul,PHO,PG,70,1149,311,622,19,99,49.9,93.4,39.5,169,337,102,156,2199,25,1,2535.2
16,Bam Adebayo,MIA,C,64,1197,573,346,66,75,57,79.9,25,283,454,2,169,2142,33,2,2516.6
17,Khris Middleton,MIL,SF,68,1385,406,370,9,74,47.6,89.8,41.4,212,360,151,178,2272,10,0,2415.2
18,Devin Booker,PHO,SG,67,1712,281,289,16,53,48.4,86.7,34,340,497,126,207,2270,1,0,2413.7
19,Joel Embiid,PHI,C,51,1451,538,145,69,50,51.3,85.9,37.7,471,403,58,159,1585,30,0,2393.1
20,Clint Capela,ATL,C,64,956,903,49,129,44,59.4,57.3,0,130,413,0,73,1899,48,1,2386.1
21,De'Aaron Fox,SAC,PG,58,1461,203,417,27,87,47.7,71.9,32.2,300,426,103,174,2036,11,0,2384.1
22,Kyrie Irving,BKN,PG,54,1451,257,324,37,76,50.6,92.2,40.2,201,397,152,130,1876,8,0,2341.4
23,Terry Rozier,CHA,PG,69,1407,302,293,26,87,45,81.7,38.9,165,288,222,128,2383,5,0,2306.9
24,Zach LaVine,CHI,SG,58,1591,289,282,27,46,50.7,84.9,41.9,253,369,200,203,2033,3,0,2303.8
25,DeMar DeRozan,SA,SG,61,1316,259,422,15,56,49.5,88,25.7,387,436,19,119,2056,13,0,2282.8
26,Dejounte Murray,SA,PG,67,1051,473,363,7,101,45.3,79.1,31.7,106,378,63,117,2139,13,4,2262.1
27,Brandon Ingram,NO,SF,61,1450,299,296,36,42,46.6,87.8,38.1,281,370,143,153,2092,4,0,2255.8
28,Jimmy Butler,MIA,SG,52,1116,360,369,18,108,49.7,86.3,24.5,359,341,25,109,1744,17,4,2244.5
29,Karl-Anthony Towns,MIN,C,50,1239,529,225,57,39,48.6,85.9,38.7,267,303,122,160,1688,33,0,2243.3
30,Jonas Valanciunas,MEM,C,62,1058,776,112,57,35,59.2,77.3,36.8,157,419,21,100,1755,49,0,2241.2
31,James Harden,BKN,SG,44,1083,348,475,33,53,46.6,86.1,36.2,278,221,121,177,1608,32,12,2208.1
32,Kawhi Leonard,LAC,SF,52,1292,337,269,21,81,51.2,88.5,39.8,261,364,101,105,1772,9,0,2198.9
33,Jaylen Brown,BOS,SG,58,1430,347,195,32,72,48.4,76.4,39.7,191,375,163,158,1998,10,0,2188.9
34,Anthony Edwards,MIN,SG,72,1392,336,211,35,82,41.7,77.6,32.9,211,334,171,160,2314,3,0,2185.7
35,Deandre Ayton,PHO,C,69,997,728,99,81,41,62.6,76.9,20,133,426,4,103,2114,33,0,2160.1
36,Tobias Harris,PHI,SF,62,1210,419,220,51,55,51.2,89.2,39.4,182,391,82,107,2014,11,0,2147.8
37,Ja Morant,MEM,PG,63,1204,252,465,13,57,44.9,72.8,30.3,271,357,73,203,2052,14,1,2140.9
38,Andrew Wiggins,GS,SF,71,1320,347,167,70,67,47.7,71.4,38,170,365,140,126,2364,3,0,2134.9
39,Pascal Siakam,TOR,PF,56,1196,405,250,38,64,45.5,82.7,29.7,249,364,73,130,2006,13,1,2131
40,Paul George,LAC,SF,54,1259,359,280,24,62,46.7,86.8,41.1,198,274,171,179,1820,9,0,2102.8
41,RJ Barrett,NY,SG,72,1264,414,217,20,53,44.1,74.6,40.1,206,343,124,140,2510,5,0,2092.3
42,Donovan Mitchell,UTA,SG,53,1401,235,277,15,52,43.8,84.5,38.6,267,300,178,147,1771,2,0,2085.5
43,Collin Sexton,CLE,PG,60,1460,187,262,10,63,47.5,81.5,37.1,312,427,98,167,2115,1,0,2056.4
44,Malcolm Brogdon,IND,PG,56,1186,294,329,15,49,45.4,86.4,38.8,153,299,145,115,1929,6,0,2045.3
45,LeBron James,LAL,SF,45,1126,346,350,25,48,51.3,69.8,36.5,178,318,104,168,1503,18,5,2044.2
46,Jrue Holiday,MIL,PG,59,1046,268,357,37,96,50.3,78.7,39.2,107,303,111,127,1909,10,0,2042.1
47,Buddy Hield,SAC,SG,71,1176,334,257,30,63,40.6,84.6,39.1,88,121,282,130,2432,2,0,2018.3
48,Ben Simmons,PHI,PG,58,829,417,401,35,93,55.7,61.3,30,176,322,3,173,1877,13,4,2013.9
49,Enes Kanter,POR,C,72,806,795,84,48,33,60.4,77.4,25,127,338,1,78,1757,34,0,1970
50,Kelly Olynyk,HOU,C,70,945,489,203,42,79,48.4,82.9,34.2,145,211,126,126,1997,12,0,1952.3
51,Draymond Green,GS,PF,63,444,449,558,52,105,44.7,79.5,27,70,136,34,188,1981,17,6,1945.8
52,Fred Vanvleet,TOR,PG,52,1019,220,328,37,87,38.9,88.5,36.6,169,164,174,95,1898,5,0,1928
53,Michael Porter Jr.,DEN,PF,61,1162,445,70,54,40,54.2,79.1,44.5,106,273,170,77,1912,15,0,1912
54,Kyle Anderson,MEM,SF,69,854,396,250,57,84,46.8,78.3,36,144,214,94,86,1887,3,0,1900.2
55,John Collins,ATL,PF,63,1111,467,78,63,34,55.6,83.3,39.9,170,346,83,84,1848,16,0,1898.4
56,Jarrett Allen,CLE,C,63,806,631,106,90,32,61.8,70.3,31.6,204,292,6,100,1863,25,0,1866.2
57,Thaddeus Young,CHI,PF,68,823,422,291,40,74,55.9,62.8,26.7,71,358,12,136,1652,7,0,1857.9
58,Jordan Clarkson,UTA,PG,68,1251,273,168,10,60,42.5,89.6,34.7,129,249,208,114,1817,0,0,1856.6
59,Coby White,CHI,PG,69,1041,283,328,15,38,41.6,90.1,35.9,128,212,163,156,2155,5,0,1822.6
60,Richaun Holmes,SAC,PF,61,869,504,101,96,39,63.7,79.4,18.2,135,364,2,75,1781,21,0,1820.3
61,Norman Powell,POR,SF,69,1283,215,129,18,82,47.7,87.1,41.1,236,267,171,119,2205,0,0,1815.5
62,Jerami Grant,DET,SF,54,1205,249,152,58,35,42.9,84.5,35,290,285,115,108,1829,3,0,1809.8
63,Mikal Bridges,PHO,SF,72,970,309,152,63,76,54.3,84,42.5,110,229,134,57,2347,2,0,1789.8
64,T.J. McConnell,IND,PG,69,596,256,456,23,128,55.9,68.8,31.2,33,259,15,135,1796,5,1,1754.2
65,Bojan Bogdanovic,UTA,SF,72,1225,281,136,4,45,43.9,87.9,39,233,226,180,128,2215,0,0,1736.2
66,PJ Washington,CHA,PF,64,824,418,161,79,69,44,74.5,38.6,108,190,112,128,1953,10,0,1735.1
67,Dennis Schroder,LAL,PG,61,942,211,351,13,70,43.7,84.8,33.5,207,261,71,163,1956,6,0,1724.7
68,Harrison Barnes,SAC,SF,58,933,385,201,11,43,49.7,83,39.1,195,219,100,93,2102,6,0,1711.5
69,Dillon Brooks,MEM,SF,67,1151,196,157,26,78,41.9,81.5,34.4,159,304,128,119,1996,0,0,1710.7
70,C.J. McCollum,POR,SG,47,1087,185,223,21,44,45.8,81.2,40.2,108,236,169,65,1599,2,0,1708.5
71,Jakob Poeltl,SA,C,69,593,547,134,123,47,61.6,50.8,0,63,265,0,83,1845,15,0,1707.4
72,Lonzo Ball,NO,PG,55,802,263,316,31,82,41.4,78.1,37.8,50,118,172,123,1747,5,1,1694.6
73,LaMelo Ball,CHA,PG,51,803,302,313,18,81,43.6,75.8,35.2,125,201,92,145,1468,7,1,1687.9
74,Montrezl Harrell,LAL,PF,69,931,428,73,49,46,62.2,70.7,0,181,375,0,74,1580,8,0,1670.1
75,Caris Levert,IND,SG,47,948,214,244,30,66,44.1,81.1,32.6,146,275,84,102,1485,6,0,1660.8
76,Jae'sean Tate,HOU,SF,70,794,374,178,36,85,50.6,69.4,30.8,102,256,60,98,2042,3,0,1653.8
77,Tim Hardaway Jr.,DAL,SF,70,1163,229,126,11,31,44.7,81.6,39.1,142,200,207,64,1985,0,0,1646.8
78,Jamal Murray,DEN,PG,48,1018,194,231,13,64,47.7,86.9,40.8,133,249,129,108,1703,1,0,1643.3
78,Chris Boucher,TOR,PF,60,818,404,63,111,35,51.4,78.8,38.3,152,198,90,46,1452,12,0,1643.3
80,Robert Covington,POR,SF,70,593,466,117,83,101,40.1,80.6,37.9,50,69,135,64,2242,6,0,1631.7
81,Miles Bridges,CHA,SF,66,840,397,147,52,44,50.3,86.7,40,98,197,116,106,1931,11,0,1622.9
82,Eric Bledsoe,NO,PG,71,869,244,268,24,55,42,68.7,34.1,134,186,121,112,2111,4,0,1609.8
83,Keldon Johnson,SA,SF,69,881,412,121,24,40,47.9,74,33.1,145,278,60,78,1967,8,0,1606.9
84,Kyle Kuzma,LAL,PF,68,874,417,127,41,35,44.3,69.1,36.1,67,198,137,113,1954,13,0,1603.9
85,Ricky Rubio,MIN,PG,68,582,223,433,4,98,38.8,86.7,30.8,130,127,66,111,1771,4,0,1592.1
86,Andre Drummond,LAL,C,46,687,551,94,49,63,49.3,60,0,123,282,0,124,1241,28,0,1589.2
87,Mason Plumlee,DET,C,56,581,519,202,50,43,61.4,66.9,0,113,234,0,105,1498,16,2,1587.8
88,Kyle Lowry,TOR,PG,46,791,247,338,14,45,43.6,87.5,39.6,140,129,131,126,1601,9,2,1586.4
89,Kevin Huerter,ATL,SG,69,822,231,241,18,82,43.2,78.1,36.3,50,176,140,79,2125,3,0,1581.7
90,Joe Ingles,UTA,SF,67,809,244,318,12,45,48.9,84.4,45.1,76,92,183,117,1866,2,0,1575.8
91,Brook Lopez,MIL,C,70,859,347,50,103,40,50.3,84.5,33.8,120,227,95,64,1906,3,0,1572.4
92,Darius Garland,CLE,PG,54,941,129,329,6,66,45.1,84.8,39.5,112,257,105,164,1789,6,0,1569.3
93,Delon Wright,SAC,PG,63,645,269,278,30,101,46.3,80.2,37.2,101,176,64,83,1747,3,0,1563.8
94,Mike Conley,UTA,PG,51,827,177,305,9,70,44.4,85.2,41.2,121,146,138,99,1497,6,0,1555.9
95,Kevin Durant,BKN,SF,35,943,247,195,45,25,53.7,88.2,45,210,239,85,120,1158,12,0,1551.9
96,Tyrese Haliburton,SAC,PG,58,753,173,309,28,77,47.2,85.7,40.9,48,171,121,92,1745,5,0,1542.1
97,Donte Divincenzo,MIL,SG,66,688,380,203,15,72,42,71.8,37.9,51,122,131,91,1809,5,0,1531.5
98,Kristaps Porzingis,DAL,PF,43,865,381,68,58,20,47.6,85.5,37.6,118,228,97,51,1326,16,0,1529.2
99,Joe Harris,BKN,SF,69,974,248,130,14,46,50.5,77.8,47.5,49,146,211,62,2136,0,0,1524.6
100,Christian Wood,HOU,PF,41,860,395,71,48,34,51.4,63.1,37.4,125,252,77,80,1325,19,0,1524.5
101,Bobby Portis,MIL,PF,66,754,466,71,26,52,52.3,74,47.1,54,239,74,56,1372,12,0,1519.7
102,Ivica Zubac,LAC,C,72,650,519,90,62,24,65.2,78.9,25,135,256,1,81,1608,13,0,1498.8
103,Gordon Hayward,CHA,SF,44,863,258,181,14,52,47.3,84.3,41.5,156,226,85,91,1496,2,0,1485.1
104,Jalen Brunson,DAL,PG,68,857,231,239,1,35,52.3,79.5,40.5,120,247,81,80,1697,1,0,1484.7
105,Kelly Oubre Jr.,GS,SF,55,849,329,73,42,57,43.9,69.5,31.6,123,228,90,70,1687,6,0,1481.3
106,Duncan Robinson,MIA,SF,72,942,250,127,20,43,43.9,82.7,40.8,62,65,250,81,2261,1,0,1477.5
107,Devonte' Graham,CHA,PG,55,816,148,295,6,48,37.7,84.2,37.5,133,73,179,84,1658,3,0,1460.1
108,Saddiq Bey,DET,SF,70,857,318,95,14,52,40.4,84.4,38,124,104,175,60,1909,3,0,1453.1
109,Carmelo Anthony,POR,PF,69,926,214,104,38,46,42.1,89.1,40.9,139,194,133,61,1688,0,0,1445.8
110,Royce O'Neale,UTA,SF,71,496,485,181,32,57,44.4,84.8,38.5,39,68,107,83,2240,3,0,1444.5
111,Naz Reid,MIN,C,70,784,322,72,76,34,52.3,69.3,35.1,115,243,61,69,1346,1,0,1429.4
112,Anthony Davis,LAL,PF,36,785,286,110,59,45,49.1,73.7,26,157,275,26,74,1161,12,0,1427.2
113,Justin Holiday,IND,SG,72,756,256,119,41,74,41.3,78.8,38.2,67,85,173,54,2183,0,0,1417.7
114,Tyler Herro,MIA,PG,54,815,267,184,17,35,43.9,80.3,36,94,200,107,101,1635,5,0,1414.4
115,Josh Jackson,DET,SF,62,828,254,143,47,53,41.9,72.9,30,159,219,77,142,1559,2,0,1405.3
116,John Wall,HOU,PG,40,823,129,275,31,42,40.4,74.9,31.7,158,214,79,141,1288,7,1,1395.3
117,Kemba Walker,BOS,PG,43,829,170,212,12,48,42,89.9,36,134,157,127,88,1369,0,0,1383
118,Danny Green,PHI,SG,69,654,260,118,56,92,41.2,77.5,40.5,31,49,175,67,1934,1,0,1372
119,Wendell Carter Jr.,ORL,C,54,606,443,104,42,35,50.3,73.2,29.4,131,215,15,78,1375,13,0,1369.6
120,Darius Bazley,OKC,PF,55,754,396,99,25,29,39.6,70.2,29,125,190,83,122,1714,11,0,1363.7
121,Myles Turner,IND,C,47,592,306,48,159,40,47.7,78.2,33.5,111,137,69,67,1455,7,0,1362.2
122,Isaiah Stewart,DET,C,68,537,453,59,86,39,55.3,69.6,33.3,64,205,21,67,1454,8,0,1352.1
123,Daniel Theis,CHI,C,65,627,356,108,57,41,54.1,67.3,32.2,74,203,49,66,1600,6,0,1346.2
124,Dwight Howard,PHI,C,69,482,580,61,62,30,58.7,57.6,25,121,173,5,112,1195,12,0,1341.5
125,Brandon Clarke,MEM,PF,59,610,328,95,51,60,51.7,69,26,78,236,20,33,1414,3,0,1335.1
126,Shai Gilgeous-Alexander,OKC,SG,35,830,166,207,23,27,50.8,80.8,41.8,185,216,71,106,1179,3,0,1333.7
127,Marcus Smart,BOS,PG,48,627,167,273,23,72,39.8,79,33,128,110,93,96,1581,3,0,1330.9
128,Steven Adams,NO,C,58,438,514,111,38,54,61.4,44.4,0,60,189,0,79,1604,13,1,1326.3
129,Rui Hachimura,WAS,PF,57,789,312,82,7,44,47.8,77,32.8,124,265,45,68,1797,3,0,1320.4
130,Patrick Williams,CHI,SF,71,655,327,99,46,64,48.3,72.8,39.1,91,201,54,98,1983,3,0,1317.9
131,Rudy Gay,SA,SF,63,716,303,88,40,45,42,80.4,38.1,82,158,106,65,1357,1,0,1316.6
132,D'Angelo Russell,MIN,PG,42,796,111,244,18,45,43.1,76.5,38.7,114,161,120,112,1196,6,0,1309.2
133,Kendrick Nunn,MIA,PG,56,816,179,148,14,53,48.5,93.3,38.1,56,197,122,80,1650,0,0,1306.8
134,Will Barton,DEN,SG,56,711,226,181,23,50,42.6,78.5,38.1,95,161,98,96,1735,0,0,1303.7
135,Nicolas Batum,LAC,SG,67,540,316,148,37,69,46.4,82.8,40.4,48,81,110,53,1834,1,0,1300.2
136,Jeff Green,BKN,SF,68,750,263,108,27,36,49.2,77.6,41.2,125,158,103,54,1828,0,0,1299.6
137,Shake Milton,PHI,SG,63,817,148,193,18,39,45,83,35,146,229,71,103,1460,0,0,1295.1
138,Doug McDermott,IND,SF,66,899,221,85,6,20,53.2,81.6,38.8,80,243,111,53,1619,0,0,1290.7
139,Gary Trent Jr.,TOR,SG,58,888,152,80,10,56,40.8,78.3,38.5,83,155,165,43,1801,0,0,1279.4
140,Reggie Jackson,LAC,PG,67,715,192,205,7,42,45,81.7,43.3,67,141,122,74,1544,0,0,1276.9
141,Josh Richardson,DAL,SF,59,715,195,153,24,61,42.7,91.7,33,99,176,88,79,1789,0,0,1269.5
142,Bruce Brown,BKN,SG,65,573,349,104,28,58,55.6,73.5,28.8,86,218,17,54,1449,6,0,1265.8
143,Derrick Rose,NY,PG,50,734,130,209,19,49,47,86.6,38.8,110,237,50,78,1278,1,0,1261.5
144,Lou Williams,ATL,SG,66,749,138,225,6,47,41,86.7,39.9,150,196,69,108,1422,2,0,1250.1
145,Dwayne Bacon,ORL,SF,72,788,225,93,5,44,40.3,82.4,28.6,145,233,59,46,1852,0,0,1249.5
146,Théo Maledon,OKC,PG,65,658,211,227,11,55,36.8,74.8,33.5,101,121,105,141,1777,1,0,1242.7
147,Dorian Finney-Smith,DAL,SF,60,590,326,102,25,52,47.2,75.6,39.4,31,101,119,48,1920,1,0,1240.2
148,Nerlens Noel,NY,C,64,324,408,46,141,70,61.4,71.4,0,50,137,0,65,1546,2,0,1239.6
149,Aaron Gordon,DEN,PF,50,618,284,161,34,33,46.3,65.1,33.5,97,172,59,96,1383,3,1,1238.3
150,Khem Birch,TOR,C,67,482,387,89,50,48,49.7,70.5,25,91,176,13,44,1529,6,0,1231.9
151,OG Anunoby,TOR,SF,43,682,237,94,31,66,48,78.4,39.8,80,145,104,75,1433,3,0,1226.4
152,Jae Crowder,PHO,PF,60,603,281,127,27,48,40.4,76,38.9,57,51,148,55,1648,0,0,1225.7
153,Elfrid Payton,NY,PG,63,639,216,203,9,47,43.2,68.2,28.6,73,241,28,103,1484,0,0,1211.7
154,Reggie Bullock,NY,SF,65,709,223,99,11,52,44.2,90.9,41,50,85,163,45,1949,0,0,1206.1
155,Robert Williams III,BOS,PF,52,417,358,94,91,43,72.1,61.6,0,45,186,0,52,985,4,0,1203.6
156,Bogdan Bogdanovic,ATL,SG,44,720,160,147,13,49,47.3,90.9,43.8,40,121,146,54,1305,0,0,1202.5
157,Marcus Morris,LAC,PF,57,765,234,58,15,34,47.3,82,47.3,73,136,140,57,1501,0,0,1173.8
158,Isaac Okoro,CLE,SF,67,646,206,128,24,62,42,72.6,29,114,173,62,86,2173,1,0,1171.2
159,Kentavious Caldwell-Pope,LAL,SG,67,653,179,127,26,62,43.1,86.6,41,97,98,120,66,1902,1,0,1168.3
160,Isaiah Roby,OKC,PF,61,533,341,107,37,52,48.3,74.4,29.4,87,175,32,113,1425,3,0,1167.7
161,Goran Dragic,MIA,PG,50,672,169,219,8,33,43.2,82.8,37.3,101,149,91,118,1336,1,0,1167.3
162,Cedi Osman,CLE,SF,59,613,201,174,9,53,37.4,80,30.6,76,120,99,80,1510,2,0,1159.2
163,DeAndre Jordan,BKN,C,57,426,427,93,65,17,76.3,50,0,46,190,0,85,1238,6,0,1156.9
164,Kenrich Williams,OKC,PF,66,526,273,152,17,56,53.3,57.1,44.4,36,167,52,76,1425,0,0,1151.6
165,Cole Anthony,ORL,PG,47,605,221,192,18,30,39.7,83.2,33.7,109,161,58,106,1272,0,0,1148.2
166,Evan Fournier,BOS,SF,42,719,128,144,19,47,45.7,78.8,41.3,108,130,117,73,1258,0,0,1147.6
167,Seth Curry,PHI,SG,57,711,137,155,8,44,46.7,89.6,45,69,132,126,65,1638,0,0,1146.9
168,Patty Mills,SA,PG,68,736,116,162,3,42,41.2,91,37.5,71,91,161,66,1684,0,0,1142.2
